assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	ncbi_taxonomy_x	ncbi_taxonomy_y	NCBI_Domain	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	GCF
GCF_003143535.1	PRJNA224116	SAMN09065711		representative genome	998844	998844	Allopseudarcicella aquatilis	strain=HME7025		latest	Complete Genome	Major	Full	2018/05/19	ASM314353v1	Hankuk University of Foreign Studies	GCA_003143535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/143/535/GCF_003143535.1_ASM314353v1		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Aquirufa;s__Aquirufa nivalisilvae	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Aquirufa;s__Aquirufa nivalisilvae	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Aquirufa	Aquirufa_nivalisilvae	003143535
GCF_000511355.1	PRJNA224116	SAMN02769646		representative genome	999552	133924	Leisingera methylohalidivorans DSM 14336	strain=DSM 14336; MB2		latest	Complete Genome	Major	Full	2013/12/20	ASM51135v1	DOE Joint Genome Institute	GCA_000511355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/355/GCF_000511355.1_ASM51135v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera methylohalidivorans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera methylohalidivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera_methylohalidivorans	000511355
GCF_000237305.1	PRJNA224116	SAMEA3138404		representative genome	1003195	29303	Streptomyces cattleya NRRL 8057 = DSM 46488	strain=NRRL 8057		latest	Complete Genome	Major	Full	2011/06/24	ASM23730v1	CEA/Genoscope	GCA_000237305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/305/GCF_000237305.1_ASM23730v1			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces cattleya	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces cattleya	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_cattleya	000237305
GCF_000277285.1	PRJNA224116	SAMN02603529		representative genome	1003201	785	Rickettsia typhi str. TH1527	strain=TH1527		latest	Complete Genome	Major	Full	2012/03/21	ASM27728v1	Los Alamos National Lab	GCA_000277285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/285/GCF_000277285.1_ASM27728v1			d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia typhi	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia typhi	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia_typhi	000277285
GCF_002993285.1	PRJNA224116	SAMN08634400		representative genome	1004901	1004901	Gordonia iterans	strain=Co17		latest	Complete Genome	Major	Full	2018/03/11	ASM299328v1	Kyonggi university	GCA_002993285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/285/GCF_002993285.1_ASM299328v1			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia iterans	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia iterans	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia_iterans	002993285
GCF_003534205.1	PRJNA224116	SAMN03349274		representative genome	1006155	1006155	Listeria weihenstephanensis	strain=WS 4560		latest	Complete Genome	Major	Full	2017/03/13	Lweihen2.0	Technische Universitaet Muenchen	GCA_003534205.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/534/205/GCF_003534205.1_Lweihen2.0			d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria weihenstephanensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria weihenstephanensis	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria_weihenstephanensis	003534205
GCF_000953715.1	PRJNA224116	SAMEA3139667		representative genome	1006576	1006576	Defluviitoga tunisiensis		L3	latest	Complete Genome	Major	Full	2015/03/01	DTL3	CEBITEC	GCA_000953715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/715/GCF_000953715.1_DTL3			d__Bacteria;p__Thermotogae;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Defluviitoga;s__Defluviitoga tunisiensis	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Defluviitoga;s__Defluviitoga tunisiensis	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Defluviitoga	Defluviitoga_tunisiensis	000953715
GCF_001050475.1	PRJNA224116	SAMN03734923		representative genome	1007676	1007676	Companilactobacillus ginsenosidimutans	strain=EMML 3041		latest	Complete Genome	Major	Full	2015/07/09	ASM105047v1	Seoul Women's University	GCA_001050475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/475/GCF_001050475.1_ASM105047v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus ginsenosidimutans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus ginsenosidimutans	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_ginsenosidimutans	001050475
GCF_000226625.1	PRJNA224116	SAMN02602982		representative genome	1008459	84590	Taylorella asinigenitalis MCE3	strain=MCE3		latest	Complete Genome	Major	Full	2011/09/28	ASM22662v1	Anses	GCA_000226625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/625/GCF_000226625.1_ASM22662v1			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Taylorella;s__Taylorella asinigenitalis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Taylorella;s__Taylorella asinigenitalis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella_asinigenitalis	000226625
GCF_000731315.1	PRJNA224116	SAMEA3139073		representative genome	1028800	399	Neorhizobium galegae bv. orientalis str. HAMBI 540	strain=HAMBI 540		latest	Complete Genome	Major	Full	2014/06/25	RG540_Ch_pA	UH	GCA_000731315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/731/315/GCF_000731315.1_RG540_Ch_pA		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium galegae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium galegae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium_galegae	000731315
GCF_000503895.1	PRJNA224116	SAMN02641510		representative genome	1029756	1427356	Hyphomicrobium nitrativorans NL23	strain=NL23		latest	Complete Genome	Major	Full	2013/12/04	ASM50389v1	INRS-Institut Armand-Frappier	GCA_000503895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/895/GCF_000503895.1_ASM50389v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__Hyphomicrobium nitrativorans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__Hyphomicrobium nitrativorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium_nitrativorans	000503895
GCF_008630635.1	PRJNA224116	SAMN12684172		representative genome	1031538	1031538	Neptunomonas concharum	strain=JCM17730		latest	Complete Genome	Major	Full	2019/09/21	ASM863063v1	Beijing University of Chemical Technology	GCA_008630635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/630/635/GCF_008630635.1_ASM863063v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Neptunomonas;s__Neptunomonas concharum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Neptunomonas;s__Neptunomonas concharum	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptunomonas	Neptunomonas_concharum	008630635
GCF_000816185.1	PRJNA224116	SAMN03248541		representative genome	1031564	260714	Campylobacter insulaenigrae NCTC 12927	strain=NCTC 12927		latest	Complete Genome	Major	Full	2015/01/07	ASM81618v1	USDA, ARS, WRRC	GCA_000816185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/185/GCF_000816185.1_ASM81618v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter insulaenigrae	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter insulaenigrae	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_insulaenigrae	000816185
GCF_013372245.1	PRJNA224116	SAMN03737994		representative genome	1031733	28080	Campylobacter upsaliensis RM3940	strain=RM3940		latest	Complete Genome	Major	Full	2020/06/24	ASM1337224v1	USDA, ARS, WRRC	GCA_013372245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/372/245/GCF_013372245.1_ASM1337224v1			d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter upsaliensis	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter upsaliensis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_upsaliensis	013372245
GCF_002139935.1	PRJNA224116	SAMN03737977		representative genome	1031753	75658	Campylobacter lanienae NCTC 13004	strain=NCTC 13004		latest	Complete Genome	Major	Full	2017/05/15	ASM213993v1	USDA, ARS, WRRC	GCA_002139935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/139/935/GCF_002139935.1_ASM213993v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter lanienae	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter lanienae	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_lanienae	002139935
GCF_003660105.1	PRJNA224116	SAMN03737948		representative genome	1032070	28198	Arcobacter cryaerophilus ATCC 43158	strain=ATCC 43158		latest	Complete Genome	Major	Full	2018/10/16	ASM366010v1	USDA, ARS, WRRC	GCA_003660105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/660/105/GCF_003660105.1_ASM366010v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter cryaerophilus	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter cryaerophilus	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter_cryaerophilus	003660105
GCF_003346775.1	PRJNA224116	SAMN03737955		representative genome	1032238	603050	Malaciobacter mytili LMG 24559	strain=LMG 24559		latest	Complete Genome	Major	Full	2018/07/31	ASM334677v1	USDA, ARS, WRRC	GCA_003346775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/775/GCF_003346775.1_ASM334677v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Malaciobacter;s__Malaciobacter mytili	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Malaciobacter;s__Malaciobacter mytili	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Malaciobacter	Malaciobacter_mytili	003346775
GCF_003544835.1	PRJNA224116	SAMN03737956		representative genome	1032239	28200	Arcobacter skirrowii CCUG 10374	strain=CCUG 10374		latest	Complete Genome	Major	Full	2018/09/11	ASM354483v1	USDA, ARS, WRRC	GCA_003544835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/835/GCF_003544835.1_ASM354483v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter skirrowii	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter skirrowii	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter_skirrowii	003544835
GCF_003355515.1	PRJNA224116	SAMN03737959		representative genome	1032241	708186	Arcobacter trophiarum LMG 25534	strain=LMG 25534		latest	Complete Genome	Major	Full	2018/08/06	ASM335551v1	USDA, ARS, WRRC	GCA_003355515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/515/GCF_003355515.1_ASM335551v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter trophiarum	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter trophiarum	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter_trophiarum	003355515
GCF_009684715.1	PRJNA224116	SAMN04539465		representative genome	1032623	1032623	Otariodibacter oris	strain=Baika1		latest	Complete Genome	Major	Full	2019/11/21	ASM968471v1	University of Copenhagen	GCA_009684715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/684/715/GCF_009684715.1_ASM968471v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Otariodibacter;s__Otariodibacter oris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Otariodibacter;s__Otariodibacter oris	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Otariodibacter	Otariodibacter_oris	009684715
GCF_000253275.1	PRJNA224116	SAMEA3138411		representative genome	1034807	55197	Flavobacterium branchiophilum FL-15	strain=FL-15		latest	Complete Genome	Major	Full	2011/09/06	ASM25327v1	Institut National de la Recherche Agronomique (INRA)	GCA_000253275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/275/GCF_000253275.1_ASM25327v1			d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium branchiophilum	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium branchiophilum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_branchiophilum	000253275
GCF_000222975.1	PRJNA224116	SAMN02603531		representative genome	1035377	632	Yersinia pestis A1122	strain=A1122		latest	Complete Genome	Major	Full	2011/08/05	ASM22297v1	Los Alamos National Lab	GCA_000222975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1			d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia_pestis	000222975
GCF_000219915.2	PRJNA224116	SAMN01940915		representative genome	1036672	310575	Advenella kashmirensis WT001	strain=WT001		latest	Complete Genome	Major	Full	2012/05/25	ASM21991v3	Bose Institute	GCA_000219915.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/915/GCF_000219915.2_ASM21991v3		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenella kashmirensis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenella kashmirensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella_kashmirensis	000219915
GCF_000284375.1	PRJNA224116	SAMD00060992		representative genome	1037409	375	Bradyrhizobium japonicum USDA 6	strain=USDA 6		latest	Complete Genome	Major	Full	2011/10/31	ASM28437v1	Kyoto Sangyo University	GCA_000284375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/375/GCF_000284375.1_ASM28437v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium japonicum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium japonicum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_japonicum	000284375
GCF_001687605.2	PRJNA224116	SAMN05366384		representative genome	1038856	1038856	Planococcus plakortidis	strain=DSM 23997		latest	Complete Genome	Minor	Full	2016/11/01	ASM168760v2	University of Malaya	GCA_001687605.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/605/GCF_001687605.2_ASM168760v2		assembly from type material	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus plakortidis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus plakortidis	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus_plakortidis	001687605
GCF_000220705.2	PRJNA224116	SAMN02469701		representative genome	1038929	1038928	Streptomyces xinghaiensis S187	strain=S187		latest	Complete Genome	Major	Full	2017/09/12	ASM22070v2	School of Life Science and Biotechnology, Dalian University of Technology	GCA_000220705.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/705/GCF_000220705.2_ASM22070v2		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces xinghaiensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces xinghaiensis	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_xinghaiensis	000220705
GCF_014396785.1	PRJNA224116	SAMN15892356		representative genome	1045317	1045317	Sphingomonas lutea	strain=KCTC 23642		latest	Complete Genome	Major	Full	2020/09/02	ASM1439678v1	Kyung Hee University	GCA_014396785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/396/785/GCF_014396785.1_ASM1439678v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas lutea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas lutea	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_lutea	014396785
GCF_000253375.1	PRJNA224116	SAMEA2272660		representative genome	1048245	78331	Mycobacterium canettii CIPT 140010059	strain=CIPT 140010059		latest	Complete Genome	Major	Full	2011/07/14	ASM25337v1	Wellcome Trust Sanger Insititute	GCA_000253375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/375/GCF_000253375.1_ASM25337v1			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium canettii	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium canettii	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_canettii	000253375
GCF_004328535.1	PRJNA224116	SAMN10829710		representative genome	1049583	1049583	Kocuria indica	strain=CE7		latest	Complete Genome	Major	Full	2019/03/06	ASM432853v1	Changwon National University	GCA_004328535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/535/GCF_004328535.1_ASM432853v1			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria indica	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria indica	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	Kocuria_indica	004328535
GCF_001021025.1	PRJNA224116	SAMN03462986		representative genome	1050174	1050174	Corynebacterium epidermidicanis	strain=DSM 45586		latest	Complete Genome	Major	Full	2015/06/05	ASM102102v1	Bielefeld University	GCA_001021025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/025/GCF_001021025.1_ASM102102v1		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium epidermidicanis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium epidermidicanis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_epidermidicanis	001021025
