assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000023325.1	PRJNA224116	SAMN00001868		representative genome	521045	651457	Kosmotoga olearia TBF 19.5.1	strain=TBF 19.5.1		latest	Complete Genome	Major	Full	2009/06/08	ASM2332v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/325/GCF_000023325.1_ASM2332v1		assembly from type material
GCF_000024225.1	PRJNA224116	SAMN00001907		representative genome	521095	1382	Atopobium parvulum DSM 20469	strain=DSM 20469		latest	Complete Genome	Major	Full	2009/09/09	ASM2422v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/225/GCF_000024225.1_ASM2422v1		assembly from type material
GCF_000092225.1	PRJNA224116	SAMN00002597		representative genome	521096	2061	Tsukamurella paurometabola DSM 20162	strain=DSM 20162		latest	Complete Genome	Major	Full	2010/05/13	ASM9222v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000092225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/225/GCF_000092225.1_ASM9222v1		assembly from type material
GCF_000023285.1	PRJNA224116	SAMN00001911		representative genome	521097	1018	Capnocytophaga ochracea DSM 7271	strain=DSM 7271		latest	Complete Genome	Major	Full	2009/08/26	ASM2328v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/285/GCF_000023285.1_ASM2328v1		assembly from type material
GCF_000022325.1	PRJNA224116	SAMN02598462		representative genome	521460	31899	Caldicellulosiruptor bescii DSM 6725	strain=DSM 6725		latest	Complete Genome	Major	Full	2009/02/04	ASM2232v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000022325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/325/GCF_000022325.1_ASM2232v1		assembly from type material
GCF_000092105.1	PRJNA224116	SAMN02598463		representative genome	521674	120	Planctopirus limnophila DSM 3776	strain=DSM 3776		latest	Complete Genome	Major	Full	2010/05/13	ASM9210v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000092105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/105/GCF_000092105.1_ASM9210v1		assembly from type material
GCF_007904085.1	PRJNA224116	SAMN12419044		representative genome	522448	577489	Euhalothece natronophila Z-M001	strain=Z-M001		latest	Complete Genome	Major	Full	2019/08/08	ASM790408v1	Chungnam National Univ.	GCA_007904085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/904/085/GCF_007904085.1_ASM790408v1		
GCF_002238335.1	PRJNA224116	SAMN03737963		representative genome	522484	522485	Campylobacter avium LMG 24591	strain=LMG 24591		latest	Complete Genome	Major	Full	2017/08/01	ASM223833v1	USDA, ARS, WRRC	GCA_002238335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/238/335/GCF_002238335.1_ASM223833v1		assembly from type material
GCF_000025725.1	PRJNA224116	SAMN02598464		representative genome	522772	118000	Denitrovibrio acetiphilus DSM 12809	strain=DSM 12809		latest	Complete Genome	Major	Full	2010/03/11	ASM2572v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000025725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/725/GCF_000025725.1_ASM2572v1		assembly from type material
GCF_000024085.1	PRJNA224116	SAMN00002604		representative genome	523791	261964	Kangiella koreensis DSM 16069	strain=DSM 16069		latest	Complete Genome	Major	Full	2009/08/28	ASM2408v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/085/GCF_000024085.1_ASM2408v1		assembly from type material
GCF_000023905.1	PRJNA224116	SAMN00002593		representative genome	523794	40542	Leptotrichia buccalis C-1013-b	strain=DSM 1135		latest	Complete Genome	Major	Full	2009/09/01	ASM2390v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/905/GCF_000023905.1_ASM2390v1		assembly from type material
GCF_000023225.1	PRJNA224116	SAMN00002602		representative genome	525897	899	Desulfomicrobium baculatum DSM 4028	strain=DSM 4028		latest	Complete Genome	Major	Full	2009/08/26	ASM2322v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/225/GCF_000023225.1_ASM2322v1		assembly from type material
GCF_000024905.1	PRJNA224116	SAMN00002595		representative genome	525903	81462	Thermanaerovibrio acidaminovorans DSM 6589	strain=DSM 6589		latest	Complete Genome	Major	Full	2009/11/19	ASM2490v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/905/GCF_000024905.1_ASM2490v1		assembly from type material
GCF_000025005.1	PRJNA224116	SAMN00017581		representative genome	525904	166501	Thermobaculum terrenum ATCC BAA-798	strain=ATCC BAA-798		latest	Complete Genome	Major	Full	2009/11/23	ASM2500v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000025005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/005/GCF_000025005.1_ASM2500v1		assembly from type material
GCF_000023265.1	PRJNA224116	SAMN02598466		representative genome	525909	53635	Acidimicrobium ferrooxidans DSM 10331	strain=DSM 10331		latest	Complete Genome	Major	Full	2009/08/18	ASM2326v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/265/GCF_000023265.1_ASM2326v1		assembly from type material
GCF_000023445.1	PRJNA224116	SAMN00001870		representative genome	526222	880	Desulfovibrio salexigens DSM 2638	strain=DSM 2638		latest	Complete Genome	Major	Full	2009/06/26	ASM2344v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/445/GCF_000023445.1_ASM2344v1		assembly from type material
GCF_000025345.1	PRJNA224116	SAMN00002612		representative genome	526225	1861	Geodermatophilus obscurus DSM 43160	strain=DSM 43160		latest	Complete Genome	Major	Full	2010/01/20	ASM2534v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000025345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/345/GCF_000025345.1_ASM2534v1		assembly from type material
GCF_000024785.1	PRJNA224116	SAMN00002600		representative genome	526226	2054	Gordonia bronchialis DSM 43247	strain=DSM 43247		latest	Complete Genome	Major	Full	2009/10/27	ASM2478v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/785/GCF_000024785.1_ASM2478v1		assembly from type material
GCF_000092125.1	PRJNA224116	SAMN02598469		representative genome	526227	52022	Meiothermus silvanus DSM 9946	strain=DSM 9946		latest	Complete Genome	Major	Full	2010/05/26	ASM9212v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000092125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1		assembly from type material
GCF_003795125.1	PRJNA224116	SAMN08714450		representative genome	526944	526944	Tetragenococcus osmophilus	strain=JCM 31126		latest	Complete Genome	Major	Full	2018/11/19	ASM379512v1	Chung-Ang University	GCA_003795125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/795/125/GCF_003795125.1_ASM379512v1		
GCF_000069965.1	PRJNA224116	SAMEA1705945		representative genome	529507	584	Proteus mirabilis HI4320	strain=HI4320		latest	Complete Genome	Major	Full	2008/04/03	ASM6996v1	Sanger Institute	GCA_000069965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/965/GCF_000069965.1_ASM6996v1		
GCF_000699505.1	PRJNA224116	SAMN02848463		representative genome	529884	529884	Rhodoluna lacicola	strain=MWH-Ta8		latest	Complete Genome	Major	Full	2014/06/09	ASM69950v1	University of Innsbruck	GCA_000699505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/505/GCF_000699505.1_ASM69950v1		assembly from type material
GCF_000025185.1	PRJNA224116	SAMN00120219		representative genome	530564	125	Pirellula staleyi DSM 6068	strain=DSM 6068		latest	Complete Genome	Major	Full	2010/01/07	ASM2518v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000025185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/185/GCF_000025185.1_ASM2518v1		assembly from type material
GCF_002240355.1	PRJNA224116	SAMN05284052		representative genome	530584	530584	Prauserella marina	strain=DSM 45268		latest	Complete Genome	Major	Full	2017/08/03	ASM224035v1	Bielefeld University	GCA_002240355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/355/GCF_002240355.1_ASM224035v1		assembly from type material
GCF_013004005.1	PRJNA224116	SAMN14777006		representative genome	531813	531813	Pelagibacterium halotolerans	strain=ANSP101		latest	Complete Genome	Major	Full	2020/05/10	ASM1300400v1	China Agricultural University	GCA_013004005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/004/005/GCF_013004005.1_ASM1300400v1		
GCF_000176035.2	PRJNA224116	SAMN02232036		representative genome	536019	593909	Mesorhizobium opportunistum WSM2075	strain=WSM2075		latest	Complete Genome	Major	Full	2011/06/14	ASM17603v2	US DOE Joint Genome Institute (JGI-PGF)	GCA_000176035.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/035/GCF_000176035.2_ASM17603v2		assembly from type material
GCF_001038625.1	PRJNA224116	SAMN03740584		representative genome	536227	217159	Clostridium carboxidivorans P7	strain=P7		latest	Complete Genome	Major	Full	2015/06/24	ASM103862v1	The Shanghai Institutes for Biological Sciences of the Chinese Academy of Sciences	GCA_001038625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/625/GCF_001038625.1_ASM103862v1		assembly from type material
GCF_900537995.1	PRJNA224116	SAMEA4878606		representative genome	536231	166486	Roseburia intestinalis L1-82	strain=L1-82		latest	Complete Genome	Major	Full	2019/02/27	Roseburia intestinalis strain L1-82	INRA	GCA_900537995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/537/995/GCF_900537995.1_Roseburia_intestinalis_strain_L1-82		assembly from type material
GCF_900187185.1	PRJNA224116	SAMEA4412677		representative genome	536441	536441	Chryseobacterium taklimakanense	strain=NCTC13490		latest	Complete Genome	Major	Full	2017/08/15	50618_E01	SC	GCA_900187185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/185/GCF_900187185.1_50618_E01		assembly from type material
GCF_002222595.2	PRJNA224116	SAMN07340700		representative genome	537007	1322	Blautia hansenii DSM 20583	strain=DSM 20583		latest	Complete Genome	Major	Full	2017/08/30	ASM222259v2	University of North Carolina at Chapel Hill	GCA_002222595.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/595/GCF_002222595.2_ASM222259v2		assembly from type material
GCF_003855455.1	PRJNA224116	SAMN10411876		representative genome	538220	538220	Mycoplasma struthionis	strain=237IA		latest	Complete Genome	Major	Full	2018/12/02	ASM385545v1	Institute of Microbiology	GCA_003855455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/455/GCF_003855455.1_ASM385545v1		assembly from type material
GCF_009789575.1	PRJNA224116	SAMN13341662		representative genome	538381	538381	Stappia indica	strain=PHM037		latest	Complete Genome	Major	Full	2019/12/22	ASM978957v1	CENTRO DE INVESTIGACIONES BIOLOGICAS	GCA_009789575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/789/575/GCF_009789575.1_ASM978957v1		
GCF_008728195.1	PRJNA224116	SAMN09772271		representative genome	540747	540747	Roseovarius indicus	strain=DSM 26383		latest	Complete Genome	Major	Full	2019/09/30	ASM872819v1	Leibniz Institute DSMZ	GCA_008728195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/195/GCF_008728195.1_ASM872819v1		assembly from type material
GCF_000023345.1	PRJNA224116	SAMN02598472		representative genome	543728	34073	Variovorax paradoxus S110	strain=S110		latest	Complete Genome	Major	Full	2009/06/11	ASM2334v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/345/GCF_000023345.1_ASM2334v1		
GCF_001028625.1	PRJNA224116	SAMN03764476		representative genome	543877	543877	Pelagerythrobacter marensis	strain=KCTC 22370		latest	Complete Genome	Major	Full	2015/06/12	ASM102862v1	Korea Research Institute of Bioscience and Biotechnology	GCA_001028625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/625/GCF_001028625.1_ASM102862v1		assembly from type material
GCF_000214375.1	PRJNA224116	SAMN02603452		representative genome	545694	88058	Treponema primitia ZAS-2	strain=ZAS-2		latest	Complete Genome	Major	Full	2011/05/23	ASM21437v1	J. Craig Venter Institute	GCA_000214375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/375/GCF_000214375.1_ASM21437v1		assembly from type material
GCF_000214355.1	PRJNA224116	SAMN02603453		representative genome	545695	150829	Treponema azotonutricium ZAS-9	strain=ZAS-9		latest	Complete Genome	Major	Full	2011/05/23	ASM21435v1	J. Craig Venter Institute	GCA_000214355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/355/GCF_000214355.1_ASM21435v1		assembly from type material
GCF_000217655.1	PRJNA224116	SAMN02603006		representative genome	545776	53435	Treponema paraluiscuniculi Cuniculi A	strain=Cuniculi A		latest	Complete Genome	Major	Full	2011/06/09	ASM21765v1	Baylor College of Medicine	GCA_000217655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/655/GCF_000217655.1_ASM21765v1		assembly designated as reftype
GCF_003096075.1	PRJNA224116	SAMN04880518		representative genome	546160	546160	Dietzia lutea	strain=YIM 80766		latest	Complete Genome	Major	Full	2018/05/07	ASM309607v1	Peking University	GCA_003096075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/075/GCF_003096075.1_ASM309607v1		assembly from type material
GCF_000163895.2	PRJNA224116	SAMN02463683		representative genome	546269	143361	Filifactor alocis ATCC 35896	strain=ATCC 35896		latest	Complete Genome	Major	Full	2011/01/27	ASM16389v2	Broad Institute	GCA_000163895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2		assembly from type material
GCF_000020685.1	PRJNA224116	SAMN02603250		representative genome	546414	310783	Deinococcus deserti VCD115	strain=VCD115		latest	Complete Genome	Major	Full	2009/04/02	ASM2068v1	Genoscope	GCA_000020685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/685/GCF_000020685.1_ASM2068v1		assembly from type material
GCF_000022905.1	PRJNA224116	SAMN02603064		representative genome	548476	169292	Corynebacterium aurimucosum ATCC 700975	strain=DSM 44827; ATCC 700975		latest	Complete Genome	Major	Full	2009/04/24	ASM2290v1	Center for BioTechnology, Bielefeld University	GCA_000022905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/905/GCF_000022905.1_ASM2290v1		assembly from synonym type material
GCF_000196535.1	PRJNA224116	SAMN00001505		representative genome	548479	2051	Mobiluncus curtisii ATCC 43063	strain=ATCC 43063		latest	Complete Genome	Major	Full	2010/06/14	ASM19653v1	Baylor College of Medicine	GCA_000196535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/535/GCF_000196535.1_ASM19653v1		assembly from synonym type material
GCF_002211785.1	PRJNA224116	SAMN07207140		representative genome	549298	549298	Francisella halioticida	strain=DSM 23729		latest	Complete Genome	Major	Full	2017/06/30	ASM221178v1	Swedish Defence Research Agency (FOI)	GCA_002211785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/785/GCF_002211785.1_ASM221178v1		assembly from type material
GCF_000148645.1	PRJNA224116	SAMN00115627		representative genome	550540	44012	Ferrimonas balearica DSM 9799	strain=DSM 9799		latest	Complete Genome	Major	Full	2010/09/24	ASM14864v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000148645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/645/GCF_000148645.1_ASM14864v1		assembly from type material
GCF_000196515.1	PRJNA224116	SAMN02598476		representative genome	551115	1164	'Nostoc azollae' 0708	strain=0708		latest	Complete Genome	Major	Full	2010/06/14	ASM19651v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000196515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/515/GCF_000196515.1_ASM19651v1		
GCF_009363135.1	PRJNA224116	SAMN13053191		representative genome	551989	551989	Kosakonia arachidis	strain=KACC 18508		latest	Complete Genome	Major	Full	2019/10/27	ASM936313v1	Kyungpook National University	GCA_009363135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/363/135/GCF_009363135.1_ASM936313v1		
GCF_000143165.1	PRJNA224116	SAMN02598529		representative genome	552811	552810	Dehalogenimonas lykanthroporepellens BL-DC-9	strain=BL-DC-9		latest	Complete Genome	Major	Full	2010/06/25	ASM14316v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000143165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/165/GCF_000143165.1_ASM14316v1		assembly from type material
GCF_000144405.1	PRJNA224116	SAMN00001916		representative genome	553174	28132	Prevotella melaninogenica ATCC 25845	strain=ATCC 25845		latest	Complete Genome	Major	Full	2010/08/04	ASM14440v1	J. Craig Venter Institute	GCA_000144405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/405/GCF_000144405.1_ASM14440v1		assembly from type material
GCF_002157165.1	PRJNA224116	SAMN03755631		representative genome	553814	553814	Acidovorax carolinensis	strain=NA2		latest	Complete Genome	Major	Full	2017/05/24	ASM215716v1	University of North Carolina - Chapel Hill	GCA_002157165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/165/GCF_002157165.1_ASM215716v1		
GCF_007990635.1	PRJNA224116	SAMD00174169		representative genome	554406	554406	Leptotrichia hongkongensis	strain=JMUB5056		latest	Complete Genome	Major	Full	2019/07/25	ASM799063v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCA_007990635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/635/GCF_007990635.1_ASM799063v1		
GCF_000144645.1	PRJNA224116	SAMN00713558		representative genome	555079	291990	Thermosediminibacter oceani DSM 16646	strain=DSM 16646		latest	Complete Genome	Major	Full	2010/08/05	ASM14464v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000144645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/645/GCF_000144645.1_ASM14464v1		assembly from type material
GCF_000024765.1	PRJNA224116	SAMN02598477		representative genome	555778	927	Halothiobacillus neapolitanus c2	strain=c2		latest	Complete Genome	Major	Full	2009/10/21	ASM2476v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/765/GCF_000024765.1_ASM2476v1		assembly from type material
GCF_003065365.1	PRJNA224116	SAMN04086706		representative genome	556054	556054	Polynucleobacter difficilis	strain=AM-8B5		latest	Complete Genome	Major	Full	2018/04/23	ASM306536v1	University of Innsbruck	GCA_003065365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/065/365/GCF_003065365.1_ASM306536v1		assembly from type material
GCF_003355475.1	PRJNA224116	SAMN09737038		representative genome	556288	556288	Brachybacterium saurashtrense	strain=DSM 23186		latest	Complete Genome	Major	Full	2018/08/06	ASM335547v1	China National Rice Research Institute	GCA_003355475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/475/GCF_003355475.1_ASM335547v1		assembly from type material
GCF_001887245.1	PRJNA224116	SAMN05728458		representative genome	556325	556325	Neomicrococcus aestuarii	strain=B18		latest	Complete Genome	Major	Full	2016/11/29	ASM188724v1	Southeast Chongqing Academy of Agricultural Sciences, Chongqing, 40030 P. R. China	GCA_001887245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/245/GCF_001887245.1_ASM188724v1		
